Time(s)  1ch(mV)
0.355000    0.07
0.356250    0.06
0.357500    0.07
0.358750    0.07
0.360000    0.07
0.361250    0.07
0.362500    0.06
0.363750    0.06
0.365000    0.07
0.366250    0.08
0.367500    0.08
0.368750    0.09
0.370000    0.10
0.371250    0.11
0.372500    0.11
0.373750    0.12
0.375000    0.13
0.376250    0.15
0.377500    0.16
0.378750    0.16
0.380000    0.17
0.381250    0.18
0.382500    0.18
0.383750    0.19
0.385000    0.20
0.386250    0.19
0.387500    0.19
0.388750    0.19
0.390000    0.19
0.391250    0.19
0.392500    0.19
0.393750    0.19
0.395000    0.19
0.396250    0.19
0.397500    0.19
0.398750    0.18
0.400000    0.18
0.401250    0.18
0.402500    0.17
0.403750    0.18
0.405000    0.17
0.406250    0.16
0.407500    0.16
0.408750    0.15
0.410000    0.14
0.411250    0.13
0.412500    0.13
0.413750    0.12
0.415000    0.11
0.416250    0.10
0.417500    0.10
0.418750    0.09
0.420000    0.08
0.421250    0.07
0.422500    0.06
0.423750    0.06
0.425000    0.05
0.426250    0.04
0.427500    0.03
0.428750    0.03
0.430000    0.03
0.431250    0.02
0.432500    0.02
0.433750    0.02
0.435000    0.01
0.436250    0.01
0.437500    0.01
0.438750    0.01
0.440000    0.01
0.441250    0.02
0.442500    0.02
0.443750    0.02
0.445000    0.01
0.446250    0.01
0.447500    0.01
0.448750    0.02
0.450000    0.02
0.451250    0.03
0.452500    0.04
0.453750    0.03
0.455000    0.02
0.456250    0.02
0.457500    0.02
0.458750    0.02
0.460000    0.02
0.461250    0.01
0.462500    0.01
0.463750    0.01
0.465000    0.01
0.466250    0.01
0.467500    0.00
0.468750    0.00
0.470000    0.00
0.471250   -0.01
0.472500   -0.01
0.473750   -0.01
0.475000   -0.00
0.476250    0.00
0.477500    0.01
0.478750    0.00
0.480000    0.01
0.481250    0.01
0.482500   -0.00
0.483750   -0.00
0.485000    0.00
0.486250   -0.00
0.487500   -0.01
0.488750   -0.00
0.490000   -0.01
0.491250    0.00
0.492500    0.00
0.493750   -0.00
0.495000   -0.01
0.496250   -0.01
0.497500   -0.02
0.498750   -0.02
0.500000   -0.02
0.501250   -0.02
0.502500   -0.03
0.503750   -0.02
0.505000   -0.02
0.506250    0.01
0.507500    0.03
0.508750    0.04
0.510000    0.06
0.511250    0.10
0.512500    0.14
0.513750    0.19
0.515000    0.26
0.516250    0.33
0.517500    0.40
0.518750    0.46
0.520000    0.53
0.521250    0.59
0.522500    0.65
0.523750    0.70
0.525000    0.76
0.526250    0.83
0.527500    0.90
0.528750    0.97
0.530000    1.04
0.531250    1.09
0.532500    1.11
0.533750    1.10
0.535000    1.04
0.536250    0.94
0.537500    0.81
0.538750    0.70
0.540000    0.61
0.541250    0.52
0.542500    0.43
0.543750    0.36
0.545000    0.30
0.546250    0.24
0.547500    0.21
0.548750    0.20
0.550000    0.19
0.551250    0.20
0.552500    0.20
0.553750    0.18
0.555000    0.14
0.556250    0.09
0.557500    0.02
0.558750   -0.05
0.560000   -0.12
0.561250   -0.17
0.562500   -0.22
0.563750   -0.24
0.565000   -0.25
0.566250   -0.26
0.567500   -0.25
0.568750   -0.23
0.570000   -0.20
0.571250   -0.16
0.572500   -0.11
0.573750   -0.08
0.575000   -0.05
0.576250   -0.03
0.577500   -0.00
0.578750    0.01
0.580000    0.01
0.581250    0.01
0.582500    0.01
0.583750    0.01
0.585000    0.01
0.586250    0.01
0.587500    0.02
0.588750    0.02
0.590000    0.02
0.591250    0.02
0.592500    0.02
0.593750    0.03
0.595000    0.02
0.596250    0.02
0.597500    0.02
0.598750    0.02
0.600000    0.02
0.601250    0.03
0.602500    0.01
0.603750    0.00
0.605000   -0.01
0.606250   -0.01
0.607500   -0.01
0.608750   -0.01
0.610000   -0.01
0.611250   -0.00
0.612500    0.00
0.613750    0.00
0.615000    0.01
0.616250    0.02
0.617500    0.02
0.618750    0.03
0.620000    0.03
0.621250    0.03
0.622500    0.04
0.623750    0.05
0.625000    0.04
0.626250    0.04
0.627500    0.04
0.628750    0.04
0.630000    0.05
0.631250    0.06
0.632500    0.06
0.633750    0.06
0.635000    0.06
0.636250    0.05
0.637500    0.05
0.638750    0.06
0.640000    0.06
0.641250    0.07
0.642500    0.07
0.643750    0.06
0.645000    0.06
0.646250    0.05
0.647500    0.05
0.648750    0.04
0.650000    0.04
0.651250    0.04
0.652500    0.05
0.653750    0.04
0.655000    0.05
0.656250    0.05
0.657500    0.05
0.658750    0.06
0.660000    0.06
0.661250    0.06
0.662500    0.05
0.663750    0.06
0.665000    0.06
0.666250    0.06
0.667500    0.06
0.668750    0.07
0.670000    0.08
0.671250    0.08
0.672500    0.09
0.673750    0.08
0.675000    0.08
0.676250    0.08
0.677500    0.09
0.678750    0.11
0.680000    0.11
0.681250    0.11
0.682500    0.10
0.683750    0.11
0.685000    0.10
0.686250    0.09
0.687500    0.10
0.688750    0.10
0.690000    0.10
0.691250    0.10
0.692500    0.09
0.693750    0.09
0.695000    0.09
0.696250    0.10
0.697500    0.10
0.698750    0.11
0.700000    0.11
0.701250    0.11
0.702500    0.11
0.703750    0.11
0.705000    0.11
0.706250    0.11
0.707500    0.11
0.708750    0.11
0.710000    0.11
0.711250    0.11
0.712500    0.11
0.713750    0.12
0.715000    0.12
0.716250    0.13
0.717500    0.14
0.718750    0.16
0.720000    0.16
0.721250    0.16
0.722500    0.17
0.723750    0.17
0.725000    0.17
0.726250    0.17
0.727500    0.16
0.728750    0.15
0.730000    0.14
0.731250    0.14
0.732500    0.14
0.733750    0.14
0.735000    0.14
0.736250    0.15
0.737500    0.14
0.738750    0.15
0.740000    0.16
0.741250    0.16
0.742500    0.17
0.743750    0.18
0.745000    0.18
0.746250    0.19
0.747500    0.18
0.748750    0.18
0.750000    0.19
0.751250    0.19
0.752500    0.19
0.753750    0.19
0.755000    0.19
0.756250    0.21
0.757500    0.21
0.758750    0.20
0.760000    0.19
0.761250    0.18
0.762500    0.16
0.763750    0.16
0.765000    0.15
0.766250    0.15
0.767500    0.14
0.768750    0.13
0.770000    0.13
0.771250    0.13
0.772500    0.14
0.773750    0.14
0.775000    0.15
0.776250    0.15
0.777500    0.17
0.778750    0.17
0.780000    0.18
0.781250    0.17
0.782500    0.17
0.783750    0.17
0.785000    0.16
0.786250    0.15
0.787500    0.15
0.788750    0.15
0.790000    0.14
0.791250    0.14
0.792500    0.13
0.793750    0.13
0.795000    0.13
0.796250    0.13
0.797500    0.14
0.798750    0.14
0.800000    0.14
0.801250    0.14
0.802500    0.14
0.803750    0.15
0.805000    0.16
0.806250    0.16
0.807500    0.15
0.808750    0.13
0.810000    0.12
0.811250    0.12
0.812500    0.11
0.813750    0.11
0.815000    0.11
0.816250    0.11
0.817500    0.12
0.818750    0.11
0.820000    0.11
0.821250    0.11
0.822500    0.11
0.823750    0.10
0.825000    0.10
0.826250    0.10
0.827500    0.10
0.828750    0.10
0.830000    0.09
0.831250    0.09
0.832500    0.10
0.833750    0.10
0.835000    0.09
0.836250    0.08
0.837500    0.07
0.838750    0.08
0.840000    0.09
0.841250    0.09
0.842500    0.09
0.843750    0.08
0.845000    0.07
0.846250    0.07
0.847500    0.07
0.848750    0.06
0.850000    0.06
0.851250    0.05
0.852500    0.06
0.853750    0.06
0.855000    0.06
0.856250    0.05
0.857500    0.05
0.858750    0.06
0.860000    0.06
0.861250    0.06
0.862500    0.05
0.863750    0.05
0.865000    0.05
0.866250    0.05
0.867500    0.04
0.868750    0.05
0.870000    0.05
0.871250    0.05
0.872500    0.05
0.873750    0.05
0.875000    0.05
0.876250    0.05
0.877500    0.05
0.878750    0.04
0.880000    0.04
0.881250    0.04
0.882500    0.04
0.883750    0.04
0.885000    0.04
0.886250    0.03
0.887500    0.03
0.888750    0.04
0.890000    0.04
0.891250    0.05
0.892500    0.06
0.893750    0.05
0.895000    0.04
0.896250    0.03
0.897500    0.03
0.898750    0.04
0.900000    0.05
0.901250    0.06
0.902500    0.06
0.903750    0.05
0.905000    0.04
0.906250    0.04
0.907500    0.05
0.908750    0.05
0.910000    0.04
0.911250    0.04
0.912500    0.04
0.913750    0.04
0.915000    0.05
0.916250    0.04
0.917500    0.04
0.918750    0.06
0.920000    0.06
0.921250    0.06
0.922500    0.05
0.923750    0.05
0.925000    0.05
0.926250    0.05
0.927500    0.05
0.928750    0.05
0.930000    0.04
0.931250    0.04
0.932500    0.04
0.933750    0.05
0.935000    0.05
0.936250    0.05
0.937500    0.05
0.938750    0.05
0.940000    0.05
0.941250    0.05
0.942500    0.05
0.943750    0.06
0.945000    0.07
0.946250    0.06
0.947500    0.06
0.948750    0.06
0.950000    0.06
0.951250    0.06
0.952500    0.05
0.953750    0.04
0.955000    0.04
0.956250    0.04
0.957500    0.04
0.958750    0.05
0.960000    0.06
0.961250    0.06
0.962500    0.05
0.963750    0.05
0.965000    0.06
0.966250    0.06
0.967500    0.06
0.968750    0.06
0.970000    0.06
0.971250    0.07
0.972500    0.07
0.973750    0.07
0.975000    0.07
0.976250    0.08
0.977500    0.08
0.978750    0.08
0.980000    0.08
0.981250    0.09
0.982500    0.08
0.983750    0.08
0.985000    0.06
0.986250    0.05
0.987500    0.04
0.988750    0.04
0.990000    0.04
0.991250    0.05
0.992500    0.06
0.993750    0.05
0.995000    0.05
0.996250    0.05
0.997500    0.06
0.998750    0.06
1.000000    0.06
1.001250    0.05
1.002500    0.04
1.003750    0.04
1.005000    0.03
1.006250    0.03
1.007500    0.03
1.008750    0.03
1.010000    0.02
1.011250    0.03
1.012500    0.04
1.013750    0.04
1.015000    0.06
1.016250    0.06
1.017500    0.05
1.018750    0.05
1.020000    0.05
1.021250    0.04
1.022500    0.03
1.023750    0.03
1.025000    0.03
1.026250    0.03
1.027500    0.03
1.028750    0.04
1.030000    0.04
1.031250    0.03
1.032500    0.03
1.033750    0.02
1.035000    0.02
1.036250    0.01
1.037500    0.02
1.038750    0.02
1.040000    0.02
1.041250    0.03
1.042500    0.02
1.043750    0.02
1.045000    0.01
1.046250    0.01
1.047500    0.01
1.048750    0.01
1.050000    0.01
1.051250    0.01
1.052500    0.02
1.053750    0.03
1.055000    0.02
1.056250    0.03
1.057500    0.02
1.058750    0.02
1.060000    0.01
1.061250    0.01
1.062500    0.01
1.063750    0.01
1.065000    0.00
1.066250    0.01
1.067500    0.01
1.068750    0.02
1.070000    0.02
1.071250    0.03
1.072500    0.03
1.073750    0.04
1.075000    0.04
1.076250    0.04
1.077500    0.03
1.078750    0.03
1.080000    0.03
1.081250    0.02
1.082500    0.01
1.083750    0.01
1.085000    0.02
1.086250    0.03
1.087500    0.03
1.088750    0.04
1.090000    0.04
1.091250    0.03
1.092500    0.03
1.093750    0.04
1.095000    0.03
1.096250    0.03
1.097500    0.03
1.098750    0.02
1.100000    0.02
1.101250    0.03
1.102500    0.03
1.103750    0.02
1.105000    0.01
1.106250    0.00
1.107500   -0.00
1.108750   -0.00
1.110000   -0.00
1.111250    0.00
1.112500    0.01
1.113750    0.01
1.115000    0.02
1.116250    0.02
1.117500    0.02
1.118750    0.02
1.120000    0.02
1.121250    0.01
1.122500    0.01
1.123750    0.02
1.125000    0.02
1.126250    0.02
1.127500    0.03
1.128750    0.02
1.130000    0.01
1.131250    0.01
1.132500    0.01
1.133750    0.01
1.135000    0.02
1.136250    0.02
1.137500    0.02
1.138750    0.03
1.140000    0.03
1.141250    0.02
1.142500    0.02
1.143750    0.02
1.145000    0.02
1.146250    0.03
1.147500    0.02
1.148750    0.02
1.150000    0.02
1.151250    0.01
1.152500    0.01
1.153750    0.00
1.155000   -0.00
1.156250    0.00
1.157500    0.02
1.158750    0.03
1.160000    0.03
1.161250    0.03
1.162500    0.03
1.163750    0.02
1.165000    0.02
1.166250    0.02
1.167500    0.03
1.168750    0.03
1.170000    0.03
1.171250    0.02
1.172500    0.03
1.173750    0.02
1.175000    0.03
1.176250    0.03
1.177500    0.04
1.178750    0.04
1.180000    0.05
1.181250    0.04
1.182500    0.04
1.183750    0.05
1.185000    0.04
1.186250    0.05
1.187500    0.05
1.188750    0.04
1.190000    0.04
1.191250    0.05
1.192500    0.06
1.193750    0.08
1.195000    0.09
1.196250    0.09
1.197500    0.10
1.198750    0.10
1.200000    0.10
1.201250    0.10
1.202500    0.11
1.203750    0.10
1.205000    0.11
1.206250    0.12
1.207500    0.13
1.208750    0.15
1.210000    0.16
1.211250    0.16
1.212500    0.17
1.213750    0.17
1.215000    0.18
1.216250    0.17
1.217500    0.17
1.218750    0.17
1.220000    0.18
1.221250    0.19
1.222500    0.18
1.223750    0.19
1.225000    0.20
1.226250    0.19
1.227500    0.19
1.228750    0.19
1.230000    0.17
1.231250    0.17
1.232500    0.17
1.233750    0.16
1.235000    0.15
1.236250    0.14
1.237500    0.14
1.238750    0.14
1.240000    0.14
1.241250    0.14
1.242500    0.14
1.243750    0.14
1.245000    0.13
1.246250    0.12
1.247500    0.12
1.248750    0.11
1.250000    0.12
1.251250    0.11
1.252500    0.10
1.253750    0.08
1.255000    0.07
1.256250    0.06
1.257500    0.05
1.258750    0.05
1.260000    0.06
1.261250    0.06
1.262500    0.05
1.263750    0.05
1.265000    0.05
1.266250    0.04
1.267500    0.03
1.268750    0.03
1.270000    0.01
1.271250   -0.01
1.272500   -0.01
1.273750   -0.01
1.275000   -0.00
1.276250    0.00
1.277500    0.01
1.278750    0.01
1.280000    0.01
1.281250    0.01
1.282500    0.00
1.283750   -0.00
1.285000   -0.01
1.286250   -0.01
1.287500    0.00
1.288750   -0.00
1.290000   -0.02
1.291250   -0.03
1.292500   -0.04
1.293750   -0.05
1.295000   -0.04
1.296250   -0.04
1.297500   -0.04
1.298750   -0.02
1.300000   -0.02
1.301250   -0.02
1.302500   -0.03
1.303750   -0.02
1.305000   -0.01
1.306250   -0.00
1.307500    0.01
1.308750    0.01
1.310000    0.01
1.311250    0.01
1.312500    0.01
1.313750    0.00
1.315000    0.00
1.316250    0.01
1.317500    0.01
1.318750    0.02
1.320000    0.03
1.321250    0.03
1.322500    0.02
1.323750    0.01
1.325000    0.01
1.326250    0.00
1.327500   -0.01
1.328750   -0.02
1.330000   -0.03
1.331250   -0.04
1.332500   -0.04
1.333750   -0.05
1.335000   -0.05
1.336250   -0.04
1.337500   -0.03
1.338750   -0.02
1.340000   -0.01
1.341250    0.01
1.342500    0.02
1.343750    0.05
1.345000    0.08
1.346250    0.11
1.347500    0.15
1.348750    0.20
1.350000    0.26
1.351250    0.32
1.352500    0.37
1.353750    0.43
1.355000    0.49
1.356250    0.56
1.357500    0.63
1.358750    0.71
1.360000    0.79
1.361250    0.87
1.362500    0.95
1.363750    1.04
1.365000    1.12
1.366250    1.18
1.367500    1.20
1.368750    1.17
1.370000    1.08
1.371250    0.95
1.372500    0.81
1.373750    0.68
1.375000    0.57
1.376250    0.47
1.377500    0.38
1.378750    0.29
1.380000    0.21
1.381250    0.16
1.382500    0.11
1.383750    0.10
1.385000    0.10
1.386250    0.09
1.387500    0.06
1.388750    0.01
1.390000   -0.05
1.391250   -0.11
1.392500   -0.17
1.393750   -0.23
1.395000   -0.28
1.396250   -0.31
1.397500   -0.33
1.398750   -0.32
1.400000   -0.29
1.401250   -0.26
1.402500   -0.21
1.403750   -0.15
1.405000   -0.12
1.406250   -0.09
1.407500   -0.06
1.408750   -0.04
1.410000   -0.03
1.411250   -0.01
1.412500    0.01
1.413750    0.02
1.415000    0.04
1.416250    0.04
1.417500    0.05
1.418750    0.04
1.420000    0.04
1.421250    0.02
1.422500    0.02
1.423750    0.01
1.425000    0.00
1.426250   -0.00
1.427500   -0.02
1.428750   -0.03
1.430000   -0.03
1.431250   -0.03
1.432500   -0.03
1.433750   -0.02
1.435000   -0.03
1.436250   -0.02
1.437500   -0.01
1.438750   -0.01
1.440000    0.00
1.441250    0.00
1.442500    0.00
1.443750   -0.01
1.445000   -0.02
1.446250   -0.03
1.447500   -0.03
1.448750   -0.01
1.450000   -0.01
1.451250    0.00
1.452500    0.01
1.453750    0.01
1.455000    0.01
1.456250    0.01
1.457500    0.01
1.458750    0.01
1.460000    0.01
1.461250    0.01
1.462500    0.02
1.463750    0.02
1.465000    0.03
1.466250    0.03
1.467500    0.03
1.468750    0.03
1.470000    0.02
1.471250    0.02
1.472500    0.01
1.473750    0.01
1.475000    0.01
1.476250    0.01
1.477500    0.01
1.478750    0.02
1.480000    0.03
1.481250    0.04
1.482500    0.04
1.483750    0.04
1.485000    0.04
1.486250    0.03
1.487500    0.03
1.488750    0.03
1.490000    0.04
1.491250    0.05
1.492500    0.06
1.493750    0.06
1.495000    0.06
1.496250    0.07
1.497500    0.09
1.498750    0.09
1.500000    0.10
1.501250    0.10
1.502500    0.10
1.503750    0.11
1.505000    0.11
1.506250    0.11
1.507500    0.10
1.508750    0.09
1.510000    0.09
1.511250    0.09
1.512500    0.08
1.513750    0.08
1.515000    0.08
1.516250    0.08
1.517500    0.08
1.518750    0.08
1.520000    0.08
1.521250    0.08
1.522500    0.08
1.523750    0.08
1.525000    0.08
1.526250    0.08
1.527500    0.08
1.528750    0.09
1.530000    0.11
1.531250    0.11
1.532500    0.11
1.533750    0.12
1.535000    0.11
1.536250    0.11
1.537500    0.12
1.538750    0.13
1.540000    0.13
1.541250    0.13
1.542500    0.13
1.543750    0.13
1.545000    0.13
1.546250    0.12
1.547500    0.12
1.548750    0.12
1.550000    0.12
1.551250    0.12
1.552500    0.14
1.553750    0.15
1.555000    0.17
1.556250    0.18
1.557500    0.19
1.558750    0.20
1.560000    0.20
1.561250    0.20
1.562500    0.21
1.563750    0.21
1.565000    0.21
1.566250    0.20
1.567500    0.20
1.568750    0.21
1.570000    0.20
1.571250    0.20
1.572500    0.21
1.573750    0.21
1.575000    0.21
1.576250    0.21
1.577500    0.21
1.578750    0.22
1.580000    0.23
1.581250    0.23
1.582500    0.23
1.583750    0.22
1.585000    0.21
1.586250    0.20
1.587500    0.19
1.588750    0.19
1.590000    0.20
1.591250    0.21
1.592500    0.21
1.593750    0.22
1.595000    0.22
1.596250    0.22
1.597500    0.22
1.598750    0.21
1.600000    0.21
1.601250    0.21
1.602500    0.20
1.603750    0.18
1.605000    0.18
1.606250    0.18
1.607500    0.18
1.608750    0.19
1.610000    0.19
1.611250    0.18
1.612500    0.17
1.613750    0.16
1.615000    0.16
1.616250    0.17
1.617500    0.18
1.618750    0.18
1.620000    0.18
1.621250    0.19
1.622500    0.20
1.623750    0.20
1.625000    0.20
1.626250    0.20
1.627500    0.19
1.628750    0.19
1.630000    0.19
1.631250    0.18
1.632500    0.17
1.633750    0.17
1.635000    0.17
1.636250    0.17
1.637500    0.17
1.638750    0.18
1.640000    0.18
1.641250    0.19
1.642500    0.19
1.643750    0.19
1.645000    0.19
1.646250    0.19
1.647500    0.19
1.648750    0.19
1.650000    0.18
1.651250    0.17
1.652500    0.16
1.653750    0.14
1.655000    0.12
1.656250    0.11
1.657500    0.11
1.658750    0.12
1.660000    0.14
1.661250    0.14
1.662500    0.15
1.663750    0.16
1.665000    0.16
1.666250    0.15
1.667500    0.14
1.668750    0.13
1.670000    0.11
1.671250    0.10
1.672500    0.08
1.673750    0.07
1.675000    0.08
1.676250    0.08
1.677500    0.08
1.678750    0.08
1.680000    0.08
1.681250    0.08
1.682500    0.07
1.683750    0.07
1.685000    0.06
1.686250    0.06
1.687500    0.05
1.688750    0.05
1.690000    0.06
1.691250    0.08
1.692500    0.08
1.693750    0.07
1.695000    0.07
1.696250    0.07
1.697500    0.07
1.698750    0.07
1.700000    0.08
1.701250    0.08
1.702500    0.08
1.703750    0.07
1.705000    0.07
1.706250    0.07
1.707500    0.06
1.708750    0.06
1.710000    0.05
1.711250    0.05
1.712500    0.05
1.713750    0.05
1.715000    0.05
1.716250    0.05
1.717500    0.05
1.718750    0.05
1.720000    0.05
1.721250    0.05
1.722500    0.06
1.723750    0.07
1.725000    0.07
1.726250    0.06
1.727500    0.06
1.728750    0.07
1.730000    0.07
1.731250    0.08
1.732500    0.09
1.733750    0.08
1.735000    0.07
1.736250    0.05
1.737500    0.04
1.738750    0.04
1.740000    0.04
1.741250    0.04
1.742500    0.03
1.743750    0.03
1.745000    0.03
1.746250    0.03
1.747500    0.03
1.748750    0.02
1.750000    0.02
1.751250    0.02
1.752500    0.03
1.753750    0.04
1.755000    0.05
1.756250    0.05
1.757500    0.05
1.758750    0.05
1.760000    0.04
1.761250    0.05
1.762500    0.05
1.763750    0.05
1.765000    0.06
1.766250    0.06
1.767500    0.07
1.768750    0.08
1.770000    0.07
1.771250    0.07
1.772500    0.06
1.773750    0.06
1.775000    0.07
1.776250    0.07
1.777500    0.06
1.778750    0.06
1.780000    0.07
1.781250    0.07
1.782500    0.07
1.783750    0.06
1.785000    0.06
1.786250    0.06
1.787500    0.06
1.788750    0.07
1.790000    0.08
1.791250    0.08
1.792500    0.08
1.793750    0.08
1.795000    0.09
1.796250    0.09
1.797500    0.11
1.798750    0.11
1.800000    0.11
1.801250    0.11
1.802500    0.11
1.803750    0.11
1.805000    0.12
1.806250    0.13
1.807500    0.12
1.808750    0.11
1.810000    0.10
1.811250    0.09
1.812500    0.08
1.813750    0.08
1.815000    0.09
1.816250    0.10
1.817500    0.10
1.818750    0.10
1.820000    0.10
1.821250    0.08
1.822500    0.07
1.823750    0.06
1.825000    0.04
1.826250    0.03
1.827500    0.03
1.828750    0.04
1.830000    0.04
1.831250    0.03
1.832500    0.04
1.833750    0.04
1.835000    0.03
1.836250    0.03
1.837500    0.02
1.838750    0.02
1.840000    0.02
1.841250    0.03
1.842500    0.02
1.843750    0.02
1.845000    0.02
1.846250    0.02
1.847500    0.02
1.848750    0.03
1.850000    0.04
1.851250    0.04
1.852500    0.05
1.853750    0.05
1.855000    0.06
1.856250    0.06
1.857500    0.06
1.858750    0.06
1.860000    0.07
1.861250    0.08
1.862500    0.09
1.863750    0.08
1.865000    0.08
1.866250    0.08
1.867500    0.08
1.868750    0.07
1.870000    0.06
1.871250    0.07
1.872500    0.06
1.873750    0.06
1.875000    0.05
1.876250    0.05
1.877500    0.06
1.878750    0.06
1.880000    0.06
1.881250    0.06
1.882500    0.07
1.883750    0.08
1.885000    0.09
1.886250    0.09
1.887500    0.09
1.888750    0.09
1.890000    0.08
1.891250    0.08
1.892500    0.08
1.893750    0.08
1.895000    0.08
1.896250    0.07
1.897500    0.06
1.898750    0.06
1.900000    0.06
1.901250    0.05
1.902500    0.05
1.903750    0.04
1.905000    0.04
1.906250    0.04
1.907500    0.04
1.908750    0.05
1.910000    0.05
1.911250    0.05
1.912500    0.05
1.913750    0.04
1.915000    0.03
1.916250    0.01
1.917500    0.01
1.918750    0.01
1.920000    0.01
1.921250    0.01
1.922500    0.02
