Time(s)  1ch(mV)
3.762500   -0.03
3.763750   -0.02
3.765000   -0.01
3.766250   -0.01
3.767500   -0.01
3.768750   -0.02
3.770000   -0.02
3.771250   -0.02
3.772500   -0.02
3.773750   -0.01
3.775000   -0.01
3.776250   -0.01
3.777500   -0.01
3.778750   -0.01
3.780000   -0.01
3.781250   -0.02
3.782500   -0.02
3.783750   -0.02
3.785000   -0.02
3.786250   -0.01
3.787500   -0.01
3.788750   -0.01
3.790000   -0.01
3.791250   -0.01
3.792500   -0.01
3.793750   -0.01
3.795000   -0.01
3.796250   -0.00
3.797500   -0.00
3.798750   -0.01
3.800000   -0.01
3.801250   -0.01
3.802500   -0.01
3.803750   -0.01
3.805000   -0.01
3.806250   -0.01
3.807500   -0.01
3.808750   -0.02
3.810000   -0.02
3.811250   -0.02
3.812500   -0.01
3.813750   -0.00
3.815000   -0.00
3.816250   -0.00
3.817500   -0.01
3.818750   -0.01
3.820000   -0.01
3.821250   -0.01
3.822500   -0.02
3.823750   -0.02
3.825000   -0.02
3.826250   -0.01
3.827500   -0.01
3.828750   -0.01
3.830000   -0.01
3.831250   -0.00
3.832500    0.00
3.833750   -0.00
3.835000   -0.01
3.836250   -0.01
3.837500   -0.02
3.838750   -0.02
3.840000   -0.02
3.841250   -0.02
3.842500   -0.02
3.843750   -0.02
3.845000   -0.01
3.846250   -0.02
3.847500   -0.02
3.848750   -0.02
3.850000   -0.02
3.851250   -0.01
3.852500   -0.01
3.853750   -0.01
3.855000   -0.01
3.856250    0.00
3.857500    0.00
3.858750   -0.00
3.860000   -0.01
3.861250   -0.01
3.862500   -0.00
3.863750    0.00
3.865000    0.00
3.866250    0.00
3.867500    0.01
3.868750    0.02
3.870000    0.03
3.871250    0.04
3.872500    0.05
3.873750    0.06
3.875000    0.06
3.876250    0.06
3.877500    0.06
3.878750    0.06
3.880000    0.06
3.881250    0.06
3.882500    0.06
3.883750    0.05
3.885000    0.05
3.886250    0.05
3.887500    0.05
3.888750    0.05
3.890000    0.04
3.891250    0.04
3.892500    0.04
3.893750    0.04
3.895000    0.04
3.896250    0.04
3.897500    0.03
3.898750    0.03
3.900000    0.03
3.901250    0.02
3.902500    0.02
3.903750    0.01
3.905000    0.01
3.906250    0.01
3.907500    0.01
3.908750    0.00
3.910000    0.00
3.911250    0.01
3.912500    0.01
3.913750    0.01
3.915000    0.00
3.916250    0.00
3.917500   -0.01
3.918750   -0.01
3.920000   -0.01
3.921250   -0.02
3.922500   -0.02
3.923750   -0.01
3.925000   -0.01
3.926250   -0.01
3.927500   -0.01
3.928750   -0.00
3.930000   -0.01
3.931250   -0.01
3.932500   -0.01
3.933750   -0.00
3.935000   -0.00
3.936250   -0.00
3.937500   -0.00
3.938750   -0.00
3.940000   -0.01
3.941250   -0.01
3.942500   -0.01
3.943750   -0.02
3.945000   -0.02
3.946250   -0.02
3.947500   -0.01
3.948750   -0.01
3.950000   -0.01
3.951250   -0.02
3.952500   -0.02
3.953750   -0.02
3.955000   -0.01
3.956250   -0.01
3.957500   -0.01
3.958750   -0.01
3.960000   -0.01
3.961250   -0.01
3.962500   -0.02
3.963750   -0.02
3.965000   -0.02
3.966250   -0.02
3.967500   -0.02
3.968750   -0.01
3.970000   -0.01
3.971250   -0.01
3.972500   -0.01
3.973750   -0.01
3.975000   -0.01
3.976250   -0.01
3.977500   -0.01
3.978750   -0.00
3.980000    0.00
3.981250    0.01
3.982500    0.02
3.983750    0.04
3.985000    0.05
3.986250    0.08
3.987500    0.11
3.988750    0.14
3.990000    0.17
3.991250    0.20
3.992500    0.24
3.993750    0.28
3.995000    0.32
3.996250    0.34
3.997500    0.36
3.998750    0.36
4.000000    0.35
4.001250    0.32
4.002500    0.30
4.003750    0.27
4.005000    0.24
4.006250    0.21
4.007500    0.17
4.008750    0.15
4.010000    0.12
4.011250    0.09
4.012500    0.06
4.013750    0.02
4.015000   -0.02
4.016250   -0.07
4.017500   -0.12
4.018750   -0.16
4.020000   -0.18
4.021250   -0.20
4.022500   -0.21
4.023750   -0.21
4.025000   -0.20
4.026250   -0.19
4.027500   -0.18
4.028750   -0.17
4.030000   -0.17
4.031250   -0.16
4.032500   -0.15
4.033750   -0.14
4.035000   -0.12
4.036250   -0.11
4.037500   -0.09
4.038750   -0.08
4.040000   -0.07
4.041250   -0.06
4.042500   -0.05
4.043750   -0.04
4.045000   -0.03
4.046250   -0.02
4.047500   -0.01
4.048750   -0.01
4.050000    0.00
4.051250   -0.00
4.052500    0.00
4.053750    0.01
4.055000    0.00
4.056250    0.00
4.057500    0.00
4.058750   -0.00
4.060000   -0.00
4.061250    0.00
4.062500    0.01
4.063750    0.01
4.065000   -0.00
4.066250   -0.00
4.067500    0.00
4.068750    0.01
4.070000    0.01
4.071250    0.01
4.072500    0.01
4.073750    0.01
4.075000    0.02
4.076250    0.02
4.077500    0.02
4.078750    0.02
4.080000    0.01
4.081250    0.01
4.082500    0.01
4.083750    0.02
4.085000    0.02
4.086250    0.02
4.087500    0.02
4.088750    0.01
4.090000    0.01
4.091250    0.02
4.092500    0.02
4.093750    0.02
4.095000    0.03
4.096250    0.03
4.097500    0.03
4.098750    0.03
4.100000    0.03
4.101250    0.03
4.102500    0.03
4.103750    0.03
4.105000    0.03
4.106250    0.03
4.107500    0.04
4.108750    0.04
4.110000    0.04
4.111250    0.04
4.112500    0.04
4.113750    0.06
4.115000    0.06
4.116250    0.06
4.117500    0.06
4.118750    0.05
4.120000    0.05
4.121250    0.05
4.122500    0.05
4.123750    0.06
4.125000    0.06
4.126250    0.05
4.127500    0.05
4.128750    0.05
4.130000    0.06
4.131250    0.06
4.132500    0.07
4.133750    0.07
4.135000    0.08
4.136250    0.08
4.137500    0.08
4.138750    0.08
4.140000    0.08
4.141250    0.08
4.142500    0.08
4.143750    0.08
4.145000    0.08
4.146250    0.09
4.147500    0.09
4.148750    0.09
4.150000    0.09
4.151250    0.10
4.152500    0.10
4.153750    0.10
4.155000    0.11
4.156250    0.11
4.157500    0.11
4.158750    0.12
4.160000    0.12
4.161250    0.12
4.162500    0.12
4.163750    0.12
4.165000    0.12
4.166250    0.12
4.167500    0.12
4.168750    0.13
4.170000    0.13
4.171250    0.13
4.172500    0.14
4.173750    0.14
4.175000    0.15
4.176250    0.15
4.177500    0.16
4.178750    0.17
4.180000    0.17
4.181250    0.17
4.182500    0.18
4.183750    0.18
4.185000    0.18
4.186250    0.19
4.187500    0.19
4.188750    0.20
4.190000    0.21
4.191250    0.21
4.192500    0.21
4.193750    0.22
4.195000    0.23
4.196250    0.23
4.197500    0.24
4.198750    0.24
4.200000    0.25
4.201250    0.24
4.202500    0.25
4.203750    0.25
4.205000    0.27
4.206250    0.27
4.207500    0.28
4.208750    0.28
4.210000    0.29
4.211250    0.29
4.212500    0.28
4.213750    0.28
4.215000    0.29
4.216250    0.30
4.217500    0.30
4.218750    0.30
4.220000    0.30
4.221250    0.30
4.222500    0.31
4.223750    0.31
4.225000    0.31
4.226250    0.31
4.227500    0.32
4.228750    0.32
4.230000    0.32
4.231250    0.32
4.232500    0.32
4.233750    0.32
4.235000    0.32
4.236250    0.31
4.237500    0.31
4.238750    0.31
4.240000    0.31
4.241250    0.30
4.242500    0.30
4.243750    0.29
4.245000    0.28
4.246250    0.27
4.247500    0.26
4.248750    0.26
4.250000    0.24
4.251250    0.25
4.252500    0.23
4.253750    0.23
4.255000    0.22
4.256250    0.21
4.257500    0.21
4.258750    0.19
4.260000    0.18
4.261250    0.17
4.262500    0.17
4.263750    0.16
4.265000    0.15
4.266250    0.14
4.267500    0.13
4.268750    0.12
4.270000    0.12
4.271250    0.11
4.272500    0.11
4.273750    0.10
4.275000    0.10
4.276250    0.09
4.277500    0.08
4.278750    0.07
4.280000    0.07
4.281250    0.06
4.282500    0.06
4.283750    0.05
4.285000    0.04
4.286250    0.04
4.287500    0.03
4.288750    0.03
4.290000    0.03
4.291250    0.04
4.292500    0.04
4.293750    0.03
4.295000    0.03
4.296250    0.02
4.297500    0.02
4.298750    0.01
4.300000   -0.00
4.301250   -0.01
4.302500   -0.00
4.303750    0.00
4.305000    0.00
4.306250    0.00
4.307500    0.00
4.308750    0.00
4.310000    0.00
4.311250    0.01
4.312500    0.01
4.313750    0.01
4.315000    0.00
4.316250    0.00
4.317500    0.00
4.318750    0.00
4.320000    0.00
4.321250   -0.01
4.322500   -0.00
4.323750   -0.00
4.325000    0.00
4.326250    0.00
4.327500    0.00
4.328750   -0.00
4.330000   -0.00
4.331250   -0.01
4.332500   -0.01
4.333750   -0.01
4.335000    0.00
4.336250    0.01
4.337500    0.01
4.338750    0.00
4.340000   -0.00
4.341250   -0.01
4.342500   -0.01
4.343750   -0.00
4.345000   -0.01
4.346250   -0.01
4.347500   -0.01
4.348750   -0.00
4.350000    0.00
4.351250    0.00
4.352500   -0.00
4.353750   -0.00
4.355000    0.00
4.356250    0.01
4.357500    0.00
4.358750    0.00
4.360000    0.00
4.361250   -0.00
4.362500   -0.01
4.363750   -0.01
4.365000   -0.01
4.366250   -0.00
4.367500    0.00
4.368750    0.00
4.370000    0.01
4.371250    0.01
4.372500    0.01
4.373750    0.01
4.375000    0.01
4.376250    0.01
4.377500    0.01
4.378750    0.00
4.380000    0.01
4.381250    0.00
4.382500    0.00
4.383750    0.00
4.385000    0.00
4.386250    0.00
4.387500    0.01
4.388750    0.01
4.390000    0.01
4.391250    0.01
4.392500    0.01
4.393750    0.01
4.395000    0.02
4.396250    0.02
4.397500    0.02
4.398750    0.01
4.400000    0.01
4.401250    0.01
4.402500    0.01
4.403750    0.01
4.405000    0.01
4.406250    0.01
4.407500    0.00
4.408750   -0.00
4.410000    0.00
4.411250   -0.00
4.412500    0.00
4.413750    0.00
4.415000    0.00
4.416250    0.01
4.417500    0.01
4.418750    0.00
4.420000    0.01
4.421250    0.00
4.422500    0.01
4.423750    0.01
4.425000    0.01
4.426250    0.00
4.427500    0.01
4.428750    0.01
4.430000    0.01
4.431250    0.01
4.432500    0.01
4.433750    0.02
4.435000    0.02
4.436250    0.02
4.437500    0.03
4.438750    0.03
4.440000    0.02
4.441250    0.01
4.442500    0.02
4.443750    0.02
4.445000    0.02
4.446250    0.02
4.447500    0.02
4.448750    0.01
4.450000    0.01
4.451250    0.01
4.452500    0.01
4.453750    0.01
4.455000    0.01
4.456250    0.02
4.457500    0.02
4.458750    0.02
4.460000    0.01
4.461250    0.01
4.462500    0.01
4.463750    0.01
4.465000    0.01
4.466250    0.01
4.467500    0.01
4.468750    0.01
4.470000    0.01
4.471250    0.01
4.472500    0.02
4.473750    0.03
4.475000    0.03
4.476250    0.03
4.477500    0.02
4.478750    0.01
4.480000    0.01
4.481250    0.01
4.482500    0.01
4.483750    0.01
4.485000    0.01
4.486250    0.01
4.487500    0.01
4.488750    0.01
4.490000    0.00
4.491250    0.00
4.492500    0.00
4.493750    0.00
4.495000    0.00
4.496250    0.00
4.497500    0.00
4.498750    0.00
4.500000    0.00
4.501250   -0.00
4.502500    0.00
4.503750    0.00
4.505000    0.00
4.506250    0.01
4.507500    0.01
4.508750    0.01
4.510000    0.02
4.511250    0.02
4.512500    0.02
4.513750    0.02
4.515000    0.02
4.516250    0.03
4.517500    0.02
4.518750    0.02
4.520000    0.02
4.521250    0.01
4.522500    0.01
4.523750    0.01
4.525000    0.01
4.526250    0.01
4.527500    0.01
4.528750    0.01
4.530000    0.01
4.531250    0.02
4.532500    0.01
4.533750    0.02
4.535000    0.02
4.536250    0.02
4.537500    0.02
4.538750    0.01
4.540000    0.01
4.541250    0.01
4.542500    0.01
4.543750    0.01
4.545000    0.00
4.546250    0.00
4.547500    0.01
4.548750    0.02
4.550000    0.02
4.551250    0.02
4.552500    0.02
4.553750    0.02
4.555000    0.01
4.556250    0.01
4.557500    0.01
4.558750    0.01
4.560000    0.01
4.561250    0.01
4.562500    0.00
4.563750    0.00
4.565000    0.00
4.566250    0.00
4.567500    0.00
4.568750    0.00
4.570000    0.00
4.571250    0.00
4.572500    0.01
4.573750    0.02
4.575000    0.02
4.576250    0.02
4.577500    0.01
4.578750    0.01
4.580000    0.01
4.581250    0.01
4.582500    0.01
4.583750    0.01
4.585000    0.01
4.586250    0.01
4.587500    0.01
4.588750    0.01
4.590000    0.01
4.591250    0.02
4.592500    0.02
4.593750    0.02
4.595000    0.02
4.596250    0.02
4.597500    0.02
4.598750    0.02
4.600000    0.01
4.601250    0.01
4.602500    0.02
4.603750    0.02
4.605000    0.02
4.606250    0.02
4.607500    0.02
4.608750    0.02
4.610000    0.03
4.611250    0.03
4.612500    0.03
4.613750    0.03
4.615000    0.03
4.616250    0.03
4.617500    0.03
4.618750    0.02
4.620000    0.02
4.621250    0.02
4.622500    0.01
4.623750    0.01
4.625000    0.01
4.626250    0.02
4.627500    0.02
4.628750    0.02
4.630000    0.02
4.631250    0.03
4.632500    0.02
4.633750    0.03
4.635000    0.03
4.636250    0.03
4.637500    0.03
4.638750    0.02
4.640000    0.02
4.641250    0.01
4.642500    0.01
4.643750    0.01
4.645000    0.01
4.646250    0.02
4.647500    0.02
4.648750    0.01
4.650000    0.01
4.651250    0.01
4.652500    0.02
4.653750    0.02
4.655000    0.03
4.656250    0.03
4.657500    0.03
4.658750    0.02
4.660000    0.02
4.661250    0.03
4.662500    0.03
4.663750    0.03
4.665000    0.03
4.666250    0.04
4.667500    0.04
4.668750    0.04
4.670000    0.04
4.671250    0.04
4.672500    0.05
4.673750    0.05
4.675000    0.06
4.676250    0.07
4.677500    0.07
4.678750    0.08
4.680000    0.08
4.681250    0.09
4.682500    0.10
4.683750    0.10
4.685000    0.10
4.686250    0.10
4.687500    0.10
4.688750    0.09
4.690000    0.09
4.691250    0.09
4.692500    0.09
4.693750    0.08
4.695000    0.08
4.696250    0.09
4.697500    0.08
4.698750    0.08
4.700000    0.07
4.701250    0.07
4.702500    0.06
4.703750    0.06
4.705000    0.06
4.706250    0.06
4.707500    0.05
4.708750    0.05
4.710000    0.04
4.711250    0.04
4.712500    0.04
4.713750    0.04
4.715000    0.04
4.716250    0.03
4.717500    0.03
4.718750    0.02
4.720000    0.02
4.721250    0.02
4.722500    0.02
4.723750    0.02
4.725000    0.02
4.726250    0.02
4.727500    0.01
4.728750    0.01
4.730000    0.02
4.731250    0.02
4.732500    0.02
4.733750    0.02
4.735000    0.03
4.736250    0.03
4.737500    0.03
4.738750    0.02
4.740000    0.02
4.741250    0.02
4.742500    0.02
4.743750    0.02
4.745000    0.02
4.746250    0.02
4.747500    0.02
4.748750    0.02
4.750000    0.02
4.751250    0.02
4.752500    0.02
4.753750    0.01
4.755000    0.01
4.756250    0.01
4.757500    0.02
4.758750    0.02
4.760000    0.02
4.761250    0.02
4.762500    0.02
4.763750    0.02
4.765000    0.02
4.766250    0.02
4.767500    0.02
4.768750    0.02
4.770000    0.01
4.771250    0.02
4.772500    0.02
4.773750    0.03
4.775000    0.03
4.776250    0.03
4.777500    0.02
4.778750    0.02
4.780000    0.02
4.781250    0.02
4.782500    0.02
4.783750    0.03
4.785000    0.03
4.786250    0.03
4.787500    0.04
4.788750    0.04
4.790000    0.04
4.791250    0.05
4.792500    0.06
4.793750    0.07
4.795000    0.10
4.796250    0.12
4.797500    0.15
4.798750    0.18
4.800000    0.21
4.801250    0.24
4.802500    0.28
4.803750    0.30
4.805000    0.31
4.806250    0.32
4.807500    0.30
4.808750    0.28
4.810000    0.25
4.811250    0.22
4.812500    0.20
4.813750    0.17
4.815000    0.14
4.816250    0.12
4.817500    0.10
4.818750    0.06
4.820000    0.02
4.821250   -0.02
4.822500   -0.06
4.823750   -0.11
4.825000   -0.14
4.826250   -0.17
4.827500   -0.18
4.828750   -0.19
4.830000   -0.19
4.831250   -0.19
4.832500   -0.19
4.833750   -0.18
4.835000   -0.16
4.836250   -0.15
4.837500   -0.13
4.838750   -0.12
4.840000   -0.11
4.841250   -0.10
4.842500   -0.10
4.843750   -0.10
4.845000   -0.09
4.846250   -0.08
4.847500   -0.06
4.848750   -0.04
4.850000   -0.02
4.851250   -0.00
4.852500    0.01
4.853750    0.03
4.855000    0.04
4.856250    0.04
4.857500    0.05
4.858750    0.05
4.860000    0.05
4.861250    0.05
4.862500    0.05
4.863750    0.05
4.865000    0.05
4.866250    0.05
4.867500    0.05
4.868750    0.05
4.870000    0.05
4.871250    0.05
4.872500    0.05
4.873750    0.06
4.875000    0.06
4.876250    0.07
4.877500    0.07
4.878750    0.06
4.880000    0.06
4.881250    0.05
4.882500    0.06
4.883750    0.07
4.885000    0.07
4.886250    0.08
4.887500    0.07
4.888750    0.07
4.890000    0.07
4.891250    0.08
4.892500    0.08
4.893750    0.08
4.895000    0.08
4.896250    0.08
4.897500    0.08
4.898750    0.08
4.900000    0.08
4.901250    0.08
4.902500    0.08
4.903750    0.08
4.905000    0.08
4.906250    0.08
4.907500    0.08
4.908750    0.09
4.910000    0.09
4.911250    0.09
4.912500    0.09
4.913750    0.09
4.915000    0.10
4.916250    0.10
4.917500    0.10
4.918750    0.10
4.920000    0.11
4.921250    0.10
4.922500    0.10
4.923750    0.10
4.925000    0.11
4.926250    0.10
4.927500    0.10
4.928750    0.10
4.930000    0.10
4.931250    0.11
4.932500    0.11
4.933750    0.11
4.935000    0.11
4.936250    0.12
4.937500    0.12
4.938750    0.12
4.940000    0.12
4.941250    0.12
4.942500    0.12
4.943750    0.12
4.945000    0.12
4.946250    0.13
4.947500    0.13
4.948750    0.13
4.950000    0.13
4.951250    0.13
4.952500    0.13
4.953750    0.15
4.955000    0.15
4.956250    0.15
4.957500    0.15
4.958750    0.16
4.960000    0.16
4.961250    0.16
4.962500    0.17
4.963750    0.16
4.965000    0.16
4.966250    0.16
4.967500    0.16
4.968750    0.17
4.970000    0.17
4.971250    0.18
4.972500    0.18
4.973750    0.18
4.975000    0.19
4.976250    0.19
4.977500    0.20
4.978750    0.19
4.980000    0.20
4.981250    0.20
4.982500    0.21
4.983750    0.21
4.985000    0.22
4.986250    0.22
4.987500    0.22
4.988750    0.22
4.990000    0.22
4.991250    0.23
4.992500    0.23
4.993750    0.24
4.995000    0.24
4.996250    0.25
4.997500    0.25
4.998750    0.26
5.000000    0.27
5.001250    0.27
5.002500    0.27
5.003750    0.27
5.005000    0.28
5.006250    0.29
5.007500    0.30
5.008750    0.30
5.010000    0.31
5.011250    0.31
5.012500    0.31
5.013750    0.32
5.015000    0.33
5.016250    0.34
5.017500    0.34
5.018750    0.34
5.020000    0.34
5.021250    0.34
5.022500    0.35
5.023750    0.36
5.025000    0.36
5.026250    0.36
5.027500    0.36
5.028750    0.36
5.030000    0.36
5.031250    0.37
5.032500    0.37
5.033750    0.38
5.035000    0.38
5.036250    0.38
5.037500    0.38
5.038750    0.38
5.040000    0.38
5.041250    0.38
5.042500    0.38
5.043750    0.37
5.045000    0.37
5.046250    0.36
5.047500    0.35
5.048750    0.35
5.050000    0.34
5.051250    0.33
5.052500    0.33
5.053750    0.32
5.055000    0.31
5.056250    0.30
5.057500    0.29
5.058750    0.28
5.060000    0.27
5.061250    0.26
5.062500    0.25
5.063750    0.24
5.065000    0.23
5.066250    0.21
5.067500    0.20
5.068750    0.19
5.070000    0.19
5.071250    0.18
5.072500    0.18
5.073750    0.17
5.075000    0.17
5.076250    0.16
5.077500    0.15
5.078750    0.14
5.080000    0.13
5.081250    0.12
5.082500    0.11
5.083750    0.10
5.085000    0.10
5.086250    0.09
5.087500    0.08
5.088750    0.08
5.090000    0.07
5.091250    0.07
5.092500    0.07
5.093750    0.08
5.095000    0.07
5.096250    0.06
5.097500    0.06
5.098750    0.05
5.100000    0.05
5.101250    0.04
5.102500    0.04
5.103750    0.03
5.105000    0.02
5.106250    0.02
5.107500    0.03
5.108750    0.02
5.110000    0.02
5.111250    0.02
5.112500    0.02
5.113750    0.01
5.115000    0.01
5.116250    0.01
5.117500    0.02
5.118750    0.02
5.120000    0.01
5.121250    0.01
5.122500    0.01
5.123750    0.00
5.125000    0.01
5.126250    0.00
5.127500    0.00
5.128750    0.00
5.130000    0.01
5.131250    0.01
5.132500    0.01
5.133750    0.01
5.135000    0.02
5.136250    0.02
5.137500    0.02
5.138750    0.02
5.140000    0.02
5.141250    0.01
5.142500    0.01
5.143750    0.01
5.145000    0.01
5.146250    0.00
5.147500    0.00
5.148750    0.01
5.150000    0.01
5.151250    0.00
5.152500    0.00
5.153750    0.00
5.155000    0.00
5.156250    0.01
5.157500    0.01
5.158750    0.00
5.160000    0.01
5.161250    0.00
5.162500    0.00
5.163750    0.00
5.165000    0.00
5.166250   -0.00
5.167500   -0.01
5.168750   -0.00
5.170000    0.00
5.171250    0.00
5.172500    0.01
5.173750    0.01
5.175000    0.02
5.176250    0.02
5.177500    0.02
5.178750    0.02
5.180000    0.02
5.181250    0.02
5.182500    0.02
5.183750    0.02
5.185000    0.02
5.186250    0.01
5.187500    0.01
5.188750    0.00
5.190000    0.01
5.191250    0.01
5.192500    0.01
5.193750    0.02
5.195000    0.02
5.196250    0.02
5.197500    0.02
5.198750    0.02
5.200000    0.03
5.201250    0.02
5.202500    0.02
5.203750    0.02
5.205000    0.02
5.206250    0.02
5.207500    0.02
5.208750    0.02
5.210000    0.02
5.211250    0.02
5.212500    0.02
5.213750    0.02
5.215000    0.02
5.216250    0.02
5.217500    0.02
5.218750    0.03
5.220000    0.03
5.221250    0.03
5.222500    0.03
5.223750    0.03
5.225000    0.03
5.226250    0.02
5.227500    0.02
5.228750    0.03
5.230000    0.02
5.231250    0.03
5.232500    0.02
5.233750    0.02
5.235000    0.03
5.236250    0.03
5.237500    0.02
5.238750    0.02
5.240000    0.01
5.241250    0.02
5.242500    0.02
5.243750    0.03
5.245000    0.02
5.246250    0.02
5.247500    0.03
5.248750    0.02
5.250000    0.02
5.251250    0.01
5.252500    0.02
5.253750    0.02
5.255000    0.02
5.256250    0.02
5.257500    0.02
5.258750    0.02
5.260000    0.02
5.261250    0.01
5.262500    0.02
5.263750    0.02
5.265000    0.02
5.266250    0.02
5.267500    0.02
5.268750    0.02
5.270000    0.02
5.271250    0.02
5.272500    0.02
5.273750    0.02
5.275000    0.02
5.276250    0.03
5.277500    0.03
5.278750    0.03
5.280000    0.03
5.281250    0.03
5.282500    0.02
5.283750    0.02
5.285000    0.02
5.286250    0.03
5.287500    0.03
5.288750    0.03
5.290000    0.03
5.291250    0.02
5.292500    0.02
5.293750    0.02
5.295000    0.03
5.296250    0.03
5.297500    0.03
5.298750    0.03
5.300000    0.03
5.301250    0.02
5.302500    0.03
5.303750    0.02
5.305000    0.02
5.306250    0.02
5.307500    0.02
5.308750    0.02
5.310000    0.02
5.311250    0.02
5.312500    0.02
5.313750    0.02
5.315000    0.02
5.316250    0.02
5.317500    0.02
5.318750    0.02
5.320000    0.01
5.321250    0.02
5.322500    0.02
5.323750    0.02
5.325000    0.02
5.326250    0.02
5.327500    0.02
5.328750    0.02
5.330000    0.02
5.331250    0.02
5.332500    0.02
5.333750    0.02
5.335000    0.02
5.336250    0.02
5.337500    0.02
5.338750    0.02
5.340000    0.02
5.341250    0.01
5.342500    0.01
5.343750    0.01
5.345000    0.01
5.346250    0.01
5.347500    0.02
5.348750    0.02
5.350000    0.02
5.351250    0.01
5.352500    0.01
5.353750    0.01
5.355000    0.01
5.356250    0.02
5.357500    0.02
5.358750    0.02
5.360000    0.02
5.361250    0.02
5.362500    0.02
5.363750    0.01
5.365000    0.01
5.366250    0.01
5.367500    0.01
5.368750    0.00
5.370000    0.01
5.371250    0.01
5.372500    0.01
5.373750    0.01
5.375000    0.02
5.376250    0.02
5.377500    0.01
5.378750    0.01
5.380000    0.01
5.381250    0.01
5.382500    0.01
5.383750    0.00
5.385000    0.00
5.386250    0.01
5.387500    0.01
5.388750    0.00
5.390000    0.00
5.391250    0.00
5.392500    0.01
5.393750    0.01
5.395000    0.01
5.396250    0.01
5.397500    0.01
5.398750    0.01
5.400000    0.02
5.401250    0.02
5.402500    0.01
5.403750    0.01
5.405000    0.01
5.406250    0.00
5.407500    0.00
5.408750    0.00
5.410000    0.00
5.411250    0.01
5.412500    0.01
5.413750    0.01
5.415000    0.02
5.416250    0.02
5.417500    0.02
5.418750    0.01
5.420000    0.01
5.421250    0.00
5.422500    0.00
5.423750    0.00
5.425000    0.00
5.426250   -0.01
5.427500   -0.01
5.428750   -0.01
5.430000    0.00
5.431250    0.00
5.432500    0.00
5.433750    0.01
5.435000    0.01
5.436250    0.02
5.437500    0.02
5.438750    0.02
5.440000    0.02
5.441250    0.02
5.442500    0.03
5.443750    0.03
5.445000    0.03
5.446250    0.03
5.447500    0.03
5.448750    0.03
5.450000    0.04
5.451250    0.04
5.452500    0.05
5.453750    0.05
5.455000    0.05
5.456250    0.05
5.457500    0.05
5.458750    0.06
5.460000    0.06
5.461250    0.07
5.462500    0.07
5.463750    0.07
5.465000    0.07
5.466250    0.08
5.467500    0.08
5.468750    0.09
5.470000    0.08
5.471250    0.09
5.472500    0.09
5.473750    0.09
5.475000    0.08
5.476250    0.07
5.477500    0.07
5.478750    0.07
5.480000    0.06
5.481250    0.06
5.482500    0.05
5.483750    0.05
5.485000    0.04
5.486250    0.04
5.487500    0.04
5.488750    0.03
5.490000    0.03
5.491250    0.03
5.492500    0.03
5.493750    0.03
5.495000    0.03
5.496250    0.03
5.497500    0.02
5.498750    0.02
5.500000    0.02
5.501250    0.01
5.502500    0.01
5.503750    0.01
5.505000    0.01
5.506250    0.01
5.507500    0.01
5.508750    0.00
5.510000    0.01
5.511250    0.01
5.512500    0.01
5.513750    0.01
5.515000    0.01
5.516250    0.01
5.517500    0.01
5.518750    0.01
5.520000    0.01
5.521250    0.01
5.522500    0.01
5.523750    0.01
5.525000    0.01
5.526250    0.01
5.527500    0.01
5.528750    0.01
5.530000    0.01
5.531250    0.02
5.532500    0.02
5.533750    0.02
5.535000    0.02
5.536250    0.02
5.537500    0.02
5.538750    0.01
5.540000    0.01
5.541250   -0.00
5.542500   -0.01
5.543750   -0.01
5.545000   -0.01
5.546250   -0.01
5.547500   -0.00
5.548750   -0.00
5.550000   -0.00
5.551250    0.00
5.552500    0.00
5.553750    0.00
5.555000    0.01
5.556250    0.01
5.557500    0.01
5.558750    0.01
5.560000    0.01
5.561250    0.02
5.562500    0.02
5.563750    0.02
5.565000    0.03
5.566250    0.03
5.567500    0.04
5.568750    0.06
5.570000    0.08
5.571250    0.10
5.572500    0.13
5.573750    0.16
5.575000    0.19
5.576250    0.23
5.577500    0.26
5.578750    0.30
5.580000    0.33
5.581250    0.36
5.582500    0.37
5.583750    0.36
5.585000    0.34
5.586250    0.32
5.587500    0.29
5.588750    0.26
5.590000    0.22
5.591250    0.19
5.592500    0.16
5.593750    0.14
5.595000    0.11
5.596250    0.08
5.597500    0.04
5.598750    0.01
5.600000   -0.04
5.601250   -0.09
5.602500   -0.13
5.603750   -0.17
5.605000   -0.19
5.606250   -0.20
5.607500   -0.20
5.608750   -0.20
5.610000   -0.19
5.611250   -0.18
5.612500   -0.17
5.613750   -0.16
5.615000   -0.15
5.616250   -0.14
5.617500   -0.13
5.618750   -0.12
5.620000   -0.10
5.621250   -0.09
5.622500   -0.07
5.623750   -0.05
5.625000   -0.04
5.626250   -0.04
5.627500   -0.02
5.628750   -0.01
5.630000   -0.00
5.631250    0.00
5.632500    0.01
5.633750    0.01
5.635000    0.01
5.636250    0.02
5.637500    0.02
5.638750    0.02
5.640000    0.01
5.641250    0.01
5.642500    0.01
5.643750    0.01
5.645000    0.01
5.646250    0.01
5.647500    0.01
5.648750    0.01
5.650000    0.01
5.651250    0.01
5.652500    0.01
5.653750    0.02
5.655000    0.02
5.656250    0.02
5.657500    0.02
5.658750    0.02
5.660000    0.03
5.661250    0.03
5.662500    0.03
5.663750    0.03
5.665000    0.03
5.666250    0.04
5.667500    0.04
